city,region,country,month,high_temp_F,low_temp_F,mean_temp_F,precipitation_in,humidity_percent,dew_point_F,wind_mph,pressure_Hg,visibility_mi
Rome,,Italy,December,56.0,40.0,48.0,2.77,77.0,41.0,8.0,30.05,5.0
Bangkok,,Thailand,January,90.0,73.0,82.0,0.94,66.0,68.0,9.0,29.9,5.0
Bangkok,,Thailand,February,93.0,76.0,84.0,0.57,68.0,71.0,11.0,29.87,5.0
Bangkok,,Thailand,March,95.0,79.0,87.0,2.37,70.0,74.0,13.0,29.83,6.0
Bangkok,,Thailand,April,97.0,80.0,88.0,4.67,71.0,76.0,13.0,29.79,6.0
Bangkok,,Thailand,May,95.0,80.0,88.0,7.99,73.0,76.0,12.0,29.75,6.0
Bangkok,,Thailand,June,94.0,79.0,86.0,8.28,74.0,76.0,13.0,29.73,6.0
Bangkok,,Thailand,July,93.0,79.0,86.0,7.45,75.0,75.0,13.0,29.73,6.0
Bangkok,,Thailand,August,92.0,79.0,85.0,7.87,76.0,75.0,13.0,29.74,6.0
Bangkok,,Thailand,September,92.0,78.0,85.0,12.48,79.0,76.0,11.0,29.77,6.0
Bangkok,,Thailand,October,91.0,78.0,84.0,7.89,78.0,75.0,9.0,29.83,6.0
Bangkok,,Thailand,November,91.0,76.0,84.0,1.69,69.0,71.0,9.0,29.86,6.0
Bangkok,,Thailand,December,89.0,73.0,81.0,0.72,64.0,67.0,9.0,29.9,5.0
Jerusalem,,Israel,January,65.0,49.0,57.0,5.37,71.0,45.0,13.0,30.07,6.0
Jerusalem,,Israel,February,66.0,49.0,58.0,3.81,70.0,46.0,13.0,30.04,6.0
Jerusalem,,Israel,March,70.0,52.0,61.0,2.03,67.0,48.0,14.0,29.99,6.0
Jerusalem,,Israel,April,76.0,57.0,67.0,1.06,63.0,51.0,13.0,29.93,6.0
Jerusalem,,Israel,May,82.0,63.0,72.0,0.92,61.0,57.0,14.0,29.89,6.0
Jerusalem,,Israel,June,86.0,70.0,78.0,0.62,64.0,64.0,14.0,29.83,6.0
Jerusalem,,Israel,July,89.0,74.0,82.0,0.9,66.0,68.0,14.0,29.74,6.0
Jerusalem,,Israel,August,90.0,75.0,83.0,0.72,66.0,70.0,13.0,29.77,6.0
Jerusalem,,Israel,September,88.0,73.0,80.0,0.59,64.0,66.0,13.0,29.87,6.0
Jerusalem,,Israel,October,84.0,67.0,75.0,0.83,63.0,61.0,12.0,29.95,6.0
Jerusalem,,Israel,November,77.0,58.0,67.0,2.44,62.0,52.0,12.0,30.01,6.0
Jerusalem,,Israel,December,69.0,51.0,60.0,4.18,68.0,47.0,12.0,30.07,6.0
Salt Lake City,Utah,USA,January,39.0,23.0,31.0,1.4,75.0,23.0,8.0,30.21,8.0
Salt Lake City,Utah,USA,February,44.0,27.0,36.0,1.29,67.0,25.0,10.0,30.09,9.0
Salt Lake City,Utah,USA,March,55.0,35.0,45.0,1.76,55.0,29.0,11.0,30.01,11.0
Salt Lake City,Utah,USA,April,62.0,40.0,51.0,2.13,50.0,32.0,12.0,29.93,11.0
Salt Lake City,Utah,USA,May,73.0,49.0,61.0,1.78,45.0,38.0,11.0,29.87,11.0
Salt Lake City,Utah,USA,June,85.0,58.0,71.0,0.89,35.0,41.0,11.0,29.83,11.0
Salt Lake City,Utah,USA,July,94.0,67.0,81.0,0.53,30.0,45.0,11.0,29.85,11.0
Salt Lake City,Utah,USA,August,92.0,65.0,78.0,0.66,32.0,45.0,12.0,29.87,11.0
Salt Lake City,Utah,USA,September,81.0,55.0,68.0,1.01,39.0,40.0,10.0,29.93,11.0
Salt Lake City,Utah,USA,October,65.0,42.0,54.0,1.33,51.0,35.0,10.0,30.02,11.0
Salt Lake City,Utah,USA,November,51.0,31.0,41.0,1.25,64.0,28.0,9.0,30.13,10.0
Salt Lake City,Utah,USA,December,39.0,24.0,31.0,1.37,74.0,23.0,9.0,30.19,8.0
Barcelona,Barcelona,Spain,January,57.0,42.0,49.0,1.62,73.0,40.0,17.0,30.12,7.0
Barcelona,Barcelona,Spain,February,58.0,43.0,51.0,1.28,72.0,41.0,16.0,30.1,7.0
Barcelona,Barcelona,Spain,March,61.0,47.0,54.0,1.49,73.0,45.0,16.0,30.06,7.0
Barcelona,Barcelona,Spain,April,65.0,51.0,58.0,1.88,73.0,49.0,16.0,29.97,8.0
Barcelona,Barcelona,Spain,May,71.0,57.0,64.0,1.69,74.0,55.0,15.0,29.99,8.0
Barcelona,Barcelona,Spain,June,78.0,65.0,71.0,1.02,72.0,61.0,15.0,30.02,8.0
Barcelona,Barcelona,Spain,July,83.0,70.0,76.0,1.06,71.0,66.0,15.0,30.01,8.0
Barcelona,Barcelona,Spain,August,84.0,70.0,77.0,1.88,71.0,67.0,15.0,30.0,8.0
Barcelona,Barcelona,Spain,September,79.0,65.0,72.0,3.42,73.0,62.0,15.0,30.02,8.0
Barcelona,Barcelona,Spain,October,72.0,58.0,65.0,3.22,76.0,56.0,15.0,30.03,7.0
Barcelona,Barcelona,Spain,November,64.0,49.0,56.0,1.89,73.0,47.0,16.0,30.02,8.0
Barcelona,Barcelona,Spain,December,59.0,43.0,51.0,1.34,73.0,41.0,17.0,30.11,8.0
Johannesburg,,South Africa,January,80.0,59.0,69.0,5.55,70.0,57.0,16.0,30.0,11.0
Johannesburg,,South Africa,February,79.0,58.0,69.0,4.78,70.0,56.0,14.0,30.02,10.0
Johannesburg,,South Africa,March,77.0,56.0,67.0,3.8,68.0,53.0,14.0,30.06,10.0
Johannesburg,,South Africa,April,73.0,51.0,62.0,1.76,63.0,47.0,14.0,30.13,10.0
Johannesburg,,South Africa,May,69.0,45.0,57.0,0.93,52.0,37.0,13.0,30.19,10.0
Johannesburg,,South Africa,June,65.0,40.0,52.0,0.32,49.0,31.0,14.0,30.27,9.0
Johannesburg,,South Africa,July,64.0,39.0,52.0,0.15,47.0,29.0,14.0,30.3,9.0
Johannesburg,,South Africa,August,70.0,43.0,57.0,0.51,44.0,31.0,17.0,30.21,10.0
Johannesburg,,South Africa,September,77.0,49.0,63.0,0.86,42.0,35.0,18.0,30.13,10.0
Johannesburg,,South Africa,October,79.0,53.0,66.0,2.81,54.0,45.0,19.0,30.07,11.0
Johannesburg,,South Africa,November,79.0,55.0,67.0,4.01,63.0,51.0,18.0,30.02,11.0
Johannesburg,,South Africa,December,79.0,58.0,68.0,5.62,69.0,55.0,17.0,30.01,11.0
San Francisco,California,USA,January,57.0,45.0,51.0,4.01,79.0,45.0,9.0,30.14,9.0
San Francisco,California,USA,February,60.0,47.0,53.0,3.93,76.0,45.0,13.0,30.08,10.0
San Francisco,California,USA,March,62.0,48.0,55.0,2.58,73.0,46.0,16.0,30.07,10.0
San Francisco,California,USA,April,64.0,50.0,57.0,1.35,69.0,46.0,21.0,30.05,10.0
San Francisco,California,USA,May,67.0,52.0,60.0,0.48,69.0,48.0,24.0,30.0,10.0
San Francisco,California,USA,June,70.0,54.0,62.0,0.14,68.0,51.0,24.0,29.95,11.0
San Francisco,California,USA,July,71.0,56.0,64.0,0.01,71.0,53.0,23.0,29.95,10.0
San Francisco,California,USA,August,72.0,57.0,65.0,0.04,72.0,54.0,22.0,29.94,10.0
San Francisco,California,USA,September,73.0,56.0,65.0,0.08,70.0,53.0,19.0,29.93,10.0
San Francisco,California,USA,October,71.0,54.0,62.0,0.94,68.0,50.0,14.0,30.0,10.0
San Francisco,California,USA,November,63.0,49.0,56.0,2.0,74.0,48.0,10.0,30.1,9.0
San Francisco,California,USA,December,57.0,45.0,51.0,4.3,77.0,44.0,10.0,30.13,9.0
Beijing,Beijing Municipality,China,January,36.0,17.0,27.0,0.11,43.0,4.0,12.0,30.38,6.0
Beijing,Beijing Municipality,China,February,43.0,22.0,33.0,0.31,41.0,9.0,11.0,30.29,6.0
Beijing,Beijing Municipality,China,March,56.0,33.0,45.0,0.4,40.0,19.0,13.0,30.13,6.0
Beijing,Beijing Municipality,China,April,70.0,46.0,58.0,0.98,43.0,33.0,13.0,29.94,6.0
Beijing,Beijing Municipality,China,May,81.0,57.0,69.0,1.55,49.0,47.0,12.0,29.79,7.0
Beijing,Beijing Municipality,China,June,88.0,67.0,77.0,2.78,60.0,60.0,10.0,29.67,6.0
Beijing,Beijing Municipality,China,July,89.0,72.0,81.0,6.32,74.0,70.0,9.0,29.64,5.0
Beijing,Beijing Municipality,China,August,87.0,70.0,79.0,4.96,75.0,69.0,9.0,29.75,5.0
Beijing,Beijing Municipality,China,September,80.0,60.0,70.0,2.39,68.0,57.0,9.0,29.95,6.0
Beijing,Beijing Municipality,China,October,67.0,45.0,56.0,1.33,61.0,40.0,9.0,30.15,6.0
Beijing,Beijing Municipality,China,November,51.0,31.0,41.0,0.65,55.0,23.0,10.0,30.26,5.0
Beijing,Beijing Municipality,China,December,39.0,20.0,30.0,0.1,47.0,9.0,12.0,30.37,6.0
Karachi,Sindh,Pakistan,January,79.0,54.0,67.0,0.58,49.0,44.0,10.0,30.03,4.0
Karachi,Sindh,Pakistan,February,84.0,59.0,72.0,0.1,49.0,49.0,12.0,29.97,4.0
Karachi,Sindh,Pakistan,March,90.0,68.0,79.0,0.31,53.0,57.0,13.0,29.88,4.0
Karachi,Sindh,Pakistan,April,95.0,76.0,85.0,0.04,58.0,66.0,16.0,29.78,4.0
Karachi,Sindh,Pakistan,May,96.0,81.0,89.0,0.14,66.0,74.0,20.0,29.67,4.0
Karachi,Sindh,Pakistan,June,96.0,84.0,90.0,0.82,68.0,76.0,22.0,29.54,4.0
Karachi,Sindh,Pakistan,July,92.0,83.0,88.0,2.84,71.0,76.0,22.0,29.51,4.0
Karachi,Sindh,Pakistan,August,90.0,81.0,85.0,3.62,73.0,75.0,20.0,29.58,4.0
Karachi,Sindh,Pakistan,September,92.0,79.0,86.0,1.59,69.0,73.0,18.0,29.69,4.0
Karachi,Sindh,Pakistan,October,96.0,74.0,85.0,0.25,58.0,65.0,11.0,29.84,4.0
Karachi,Sindh,Pakistan,November,90.0,64.0,77.0,0.08,49.0,53.0,9.0,29.95,4.0
Karachi,Sindh,Pakistan,December,82.0,57.0,69.0,0.4,48.0,46.0,9.0,30.02,3.0
San Juan,,Puerto Rico,January,83.0,72.0,78.0,4.05,78.0,69.0,14.0,30.03,10.0
San Juan,,Puerto Rico,February,84.0,72.0,78.0,2.66,76.0,69.0,15.0,30.03,10.0
San Juan,,Puerto Rico,March,85.0,72.0,79.0,2.18,74.0,69.0,15.0,30.01,10.0
San Juan,,Puerto Rico,April,86.0,74.0,80.0,4.62,74.0,70.0,15.0,29.98,10.0
San Juan,,Puerto Rico,May,88.0,76.0,82.0,5.56,77.0,73.0,15.0,29.99,10.0
San Juan,,Puerto Rico,June,89.0,77.0,83.0,4.91,77.0,74.0,16.0,30.02,10.0
San Juan,,Puerto Rico,July,89.0,78.0,83.0,6.09,78.0,75.0,18.0,30.03,10.0
San Juan,,Puerto Rico,August,89.0,78.0,84.0,6.32,78.0,75.0,16.0,29.99,10.0
San Juan,,Puerto Rico,September,89.0,78.0,83.0,6.49,77.0,75.0,12.0,29.94,10.0
San Juan,,Puerto Rico,October,89.0,77.0,83.0,5.31,78.0,74.0,11.0,29.92,10.0
San Juan,,Puerto Rico,November,86.0,75.0,81.0,7.27,79.0,73.0,11.0,29.93,10.0
San Juan,,Puerto Rico,December,84.0,73.0,79.0,4.95,78.0,71.0,13.0,29.99,10.0
Beirut,,Lebanon,January,64.0,52.0,58.0,5.24,64.0,45.0,13.0,30.07,6.0
Beirut,,Lebanon,February,65.0,52.0,59.0,4.02,64.0,46.0,13.0,30.04,5.0
Beirut,,Lebanon,March,68.0,55.0,62.0,2.59,64.0,49.0,13.0,29.99,6.0
Beirut,,Lebanon,April,73.0,59.0,66.0,1.09,66.0,54.0,13.0,29.94,5.0
Beirut,,Lebanon,May,79.0,65.0,72.0,0.55,69.0,60.0,12.0,29.89,5.0
Beirut,,Lebanon,June,83.0,71.0,77.0,0.06,70.0,67.0,13.0,29.83,6.0
Beirut,,Lebanon,July,87.0,76.0,82.0,0.01,71.0,71.0,14.0,29.74,6.0
Beirut,,Lebanon,August,88.0,78.0,83.0,0.09,69.0,72.0,12.0,29.77,6.0
Beirut,,Lebanon,September,86.0,76.0,81.0,0.3,64.0,67.0,12.0,29.87,6.0
Beirut,,Lebanon,October,82.0,70.0,76.0,1.61,61.0,61.0,11.0,29.97,6.0
Beirut,,Lebanon,November,75.0,62.0,69.0,3.12,58.0,52.0,11.0,30.03,6.0
Beirut,,Lebanon,December,68.0,56.0,62.0,5.05,62.0,47.0,12.0,30.08,6.0
Kathmandu,,Nepal,January,65.0,38.0,51.0,0.64,67.0,39.0,6.0,30.01,3.0
Kathmandu,,Nepal,February,71.0,43.0,57.0,0.95,64.0,43.0,7.0,29.97,3.0
Kathmandu,,Nepal,March,78.0,49.0,63.0,1.72,59.0,46.0,9.0,29.88,4.0
Kathmandu,,Nepal,April,82.0,55.0,69.0,2.42,57.0,51.0,9.0,29.76,4.0
Kathmandu,,Nepal,May,84.0,61.0,72.0,4.0,66.0,59.0,8.0,29.68,4.0
Kathmandu,,Nepal,June,85.0,67.0,76.0,8.49,76.0,67.0,8.0,29.58,4.0
Kathmandu,,Nepal,July,83.0,69.0,76.0,18.75,84.0,69.0,7.0,29.57,5.0
Kathmandu,,Nepal,August,84.0,68.0,76.0,12.3,85.0,69.0,7.0,29.61,5.0
Kathmandu,,Nepal,September,83.0,66.0,75.0,10.45,82.0,67.0,7.0,29.72,4.0
Kathmandu,,Nepal,October,80.0,58.0,69.0,1.93,74.0,59.0,7.0,29.86,4.0
Kathmandu,,Nepal,November,73.0,48.0,60.0,0.03,71.0,49.0,6.0,29.95,4.0
Kathmandu,,Nepal,December,67.0,40.0,54.0,0.48,70.0,42.0,5.0,30.01,3.0
San Salvador,,El Salvador,January,88.0,65.0,76.0,0.13,68.0,64.0,14.0,29.96,9.0
San Salvador,,El Salvador,February,89.0,66.0,77.0,0.12,66.0,65.0,14.0,29.94,8.0
San Salvador,,El Salvador,March,91.0,67.0,79.0,0.45,66.0,66.0,14.0,29.93,8.0
San Salvador,,El Salvador,April,90.0,70.0,80.0,1.94,71.0,69.0,12.0,29.91,7.0
San Salvador,,El Salvador,May,88.0,70.0,79.0,5.58,80.0,71.0,10.0,29.9,6.0
San Salvador,,El Salvador,June,86.0,70.0,78.0,8.87,83.0,72.0,9.0,29.9,7.0
San Salvador,,El Salvador,July,87.0,69.0,78.0,7.49,81.0,71.0,10.0,29.93,8.0
San Salvador,,El Salvador,August,87.0,69.0,78.0,8.79,82.0,71.0,10.0,29.92,8.0
San Salvador,,El Salvador,September,86.0,69.0,77.0,9.27,86.0,72.0,9.0,29.9,7.0
San Salvador,,El Salvador,October,85.0,69.0,77.0,6.82,84.0,71.0,10.0,29.89,7.0
San Salvador,,El Salvador,November,86.0,67.0,76.0,1.51,77.0,68.0,13.0,29.92,8.0
San Salvador,,El Salvador,December,87.0,65.0,76.0,0.32,72.0,66.0,14.0,29.94,9.0
Belgrade,,Serbia,January,42.0,32.0,37.0,2.21,78.0,30.0,10.0,30.08,7.0
Belgrade,,Serbia,February,48.0,35.0,42.0,1.62,72.0,32.0,11.0,30.09,9.0
Belgrade,,Serbia,March,57.0,41.0,49.0,2.3,63.0,35.0,10.0,30.02,10.0
Belgrade,,Serbia,April,67.0,48.0,58.0,1.87,58.0,42.0,10.0,29.97,12.0
Belgrade,,Serbia,May,73.0,56.0,65.0,4.38,64.0,51.0,9.0,29.93,13.0
Belgrade,,Serbia,June,82.0,64.0,73.0,3.26,62.0,58.0,8.0,29.95,13.0
Belgrade,,Serbia,July,86.0,67.0,77.0,2.24,58.0,60.0,8.0,29.94,13.0
Belgrade,,Serbia,August,87.0,67.0,77.0,1.79,56.0,59.0,8.0,29.98,13.0
Belgrade,,Serbia,September,77.0,59.0,68.0,1.9,62.0,53.0,8.0,30.03,13.0
Belgrade,,Serbia,October,67.0,50.0,58.0,2.23,71.0,47.0,10.0,30.1,10.0
Belgrade,,Serbia,November,56.0,43.0,49.0,1.84,76.0,41.0,11.0,30.09,8.0
Belgrade,,Serbia,December,44.0,35.0,39.0,2.16,80.0,33.0,10.0,30.17,6.0
Kingston,,Jamaica,January,88.0,73.0,80.0,0.79,69.0,69.0,16.0,29.98,9.0
Kingston,,Jamaica,February,88.0,73.0,80.0,0.85,69.0,69.0,18.0,29.98,9.0
Kingston,,Jamaica,March,88.0,73.0,81.0,1.09,69.0,69.0,17.0,29.97,9.0
Kingston,,Jamaica,April,89.0,75.0,82.0,0.99,70.0,71.0,18.0,29.94,8.0
Kingston,,Jamaica,May,90.0,76.0,83.0,3.75,71.0,73.0,21.0,29.93,8.0
Kingston,,Jamaica,June,91.0,78.0,85.0,2.22,70.0,73.0,26.0,29.94,8.0
Kingston,,Jamaica,July,92.0,78.0,85.0,2.16,69.0,73.0,23.0,29.96,8.0
Kingston,,Jamaica,August,92.0,78.0,85.0,3.06,71.0,74.0,20.0,29.93,8.0
Kingston,,Jamaica,September,92.0,78.0,85.0,4.37,72.0,74.0,17.0,29.9,8.0
Kingston,,Jamaica,October,91.0,77.0,84.0,6.14,74.0,74.0,15.0,29.88,8.0
Kingston,,Jamaica,November,90.0,75.0,83.0,3.3,72.0,72.0,14.0,29.9,9.0
Kingston,,Jamaica,December,89.0,74.0,81.0,1.54,70.0,70.0,15.0,29.95,9.0
Santiago,,Chile,January,88.0,55.0,72.0,0.13,50.0,49.0,16.0,29.89,6.0
Santiago,,Chile,February,87.0,54.0,71.0,0.39,54.0,50.0,14.0,29.9,6.0
Santiago,,Chile,March,84.0,51.0,68.0,0.18,57.0,48.0,12.0,29.93,6.0
Santiago,,Chile,April,77.0,46.0,61.0,0.51,65.0,45.0,9.0,30.0,5.0
Santiago,,Chile,May,68.0,41.0,55.0,1.25,73.0,43.0,7.0,30.06,4.0
Santiago,,Chile,June,62.0,38.0,50.0,2.36,79.0,41.0,7.0,30.1,4.0
Santiago,,Chile,July,62.0,36.0,49.0,1.5,79.0,39.0,7.0,30.12,4.0
Santiago,,Chile,August,65.0,39.0,52.0,1.21,75.0,41.0,8.0,30.11,4.0
Santiago,,Chile,September,69.0,42.0,56.0,0.6,70.0,43.0,10.0,30.07,5.0
Santiago,,Chile,October,75.0,46.0,61.0,0.34,62.0,44.0,12.0,30.02,6.0
Santiago,,Chile,November,81.0,50.0,65.0,0.15,54.0,45.0,14.0,29.97,6.0
Santiago,,Chile,December,85.0,53.0,69.0,0.15,51.0,47.0,16.0,29.92,6.0
Bengaluru,Karnataka,India,January,84.0,62.0,73.0,1.77,58.0,56.0,4.0,29.9,4.0
Bengaluru,Karnataka,India,February,89.0,64.0,76.0,2.35,48.0,53.0,4.0,29.86,4.0
Bengaluru,Karnataka,India,March,93.0,69.0,81.0,4.02,44.0,55.0,4.0,29.8,4.0
Bengaluru,Karnataka,India,April,95.0,73.0,84.0,4.71,52.0,62.0,3.0,29.75,4.0
Bengaluru,Karnataka,India,May,92.0,72.0,82.0,6.2,65.0,67.0,5.0,29.71,4.0
Bengaluru,Karnataka,India,June,86.0,70.0,78.0,5.13,74.0,67.0,9.0,29.7,4.0
Bengaluru,Karnataka,India,July,84.0,69.0,76.0,5.0,78.0,67.0,9.0,29.72,4.0
Bengaluru,Karnataka,India,August,83.0,69.0,76.0,5.56,79.0,67.0,8.0,29.74,4.0
Bengaluru,Karnataka,India,September,84.0,68.0,76.0,8.72,76.0,67.0,6.0,29.76,4.0
Bengaluru,Karnataka,India,October,85.0,68.0,76.0,7.06,73.0,65.0,4.0,29.81,4.0
Bengaluru,Karnataka,India,November,83.0,66.0,74.0,3.32,72.0,62.0,4.0,29.86,4.0
Bengaluru,Karnataka,India,December,82.0,63.0,73.0,1.15,68.0,59.0,4.0,29.89,4.0
Kinshasa,,Congo Dem. Rep.,January,88.0,72.0,80.0,5.46,80.0,72.0,7.0,29.82,6.0
Kinshasa,,Congo Dem. Rep.,February,89.0,72.0,81.0,6.17,79.0,72.0,8.0,29.81,6.0
Kinshasa,,Congo Dem. Rep.,March,90.0,73.0,82.0,7.9,78.0,72.0,8.0,29.8,7.0
Kinshasa,,Congo Dem. Rep.,April,91.0,73.0,82.0,6.96,78.0,72.0,7.0,29.81,7.0
Kinshasa,,Congo Dem. Rep.,May,89.0,72.0,81.0,4.86,80.0,72.0,7.0,29.84,6.0
Kinshasa,,Congo Dem. Rep.,June,84.0,69.0,76.0,0.47,80.0,69.0,8.0,29.89,4.0
Kinshasa,,Congo Dem. Rep.,July,83.0,67.0,75.0,0.15,77.0,66.0,9.0,29.92,4.0
Kinshasa,,Congo Dem. Rep.,August,85.0,68.0,76.0,0.65,71.0,65.0,10.0,29.9,5.0
Kinshasa,,Congo Dem. Rep.,September,88.0,71.0,79.0,1.98,70.0,67.0,11.0,29.87,6.0
Kinshasa,,Congo Dem. Rep.,October,88.0,72.0,80.0,5.34,76.0,70.0,9.0,29.84,6.0
Kinshasa,,Congo Dem. Rep.,November,88.0,72.0,80.0,10.72,80.0,71.0,8.0,29.82,7.0
Kinshasa,,Congo Dem. Rep.,December,87.0,72.0,80.0,8.47,82.0,72.0,7.0,29.83,6.0
Santo Domingo,,Dominican Republic,January,86.0,71.0,79.0,1.63,80.0,71.0,9.0,30.02,9.0
Santo Domingo,,Dominican Republic,February,87.0,71.0,79.0,2.25,80.0,71.0,9.0,30.02,9.0
Santo Domingo,,Dominican Republic,March,87.0,72.0,80.0,2.5,78.0,71.0,9.0,30.01,9.0
Santo Domingo,,Dominican Republic,April,88.0,73.0,81.0,2.77,80.0,73.0,10.0,29.98,9.0
Santo Domingo,,Dominican Republic,May,89.0,75.0,82.0,4.15,81.0,75.0,9.0,29.99,9.0
Santo Domingo,,Dominican Republic,June,90.0,77.0,83.0,2.96,81.0,76.0,9.0,30.01,9.0
Santo Domingo,,Dominican Republic,July,91.0,77.0,84.0,5.34,81.0,76.0,9.0,30.02,8.0
Santo Domingo,,Dominican Republic,August,91.0,76.0,84.0,6.94,82.0,76.0,9.0,29.98,9.0
Santo Domingo,,Dominican Republic,September,91.0,77.0,84.0,4.4,81.0,76.0,8.0,29.93,9.0
Santo Domingo,,Dominican Republic,October,90.0,76.0,83.0,5.48,82.0,76.0,8.0,29.91,9.0
Santo Domingo,,Dominican Republic,November,89.0,74.0,82.0,4.74,83.0,74.0,8.0,29.93,9.0
Santo Domingo,,Dominican Republic,December,88.0,73.0,80.0,3.03,81.0,72.0,9.0,30.0,9.0
Berlin,,Germany,January,38.0,30.0,34.0,1.91,88.0,29.0,16.0,30.04,5.0
Berlin,,Germany,February,42.0,31.0,36.0,1.47,83.0,30.0,16.0,30.03,6.0
Berlin,,Germany,March,48.0,34.0,41.0,1.59,78.0,33.0,16.0,30.01,6.0
Berlin,,Germany,April,59.0,41.0,50.0,1.13,70.0,38.0,14.0,29.97,7.0
Berlin,,Germany,May,68.0,49.0,58.0,2.05,69.0,45.0,14.0,29.99,7.0
Berlin,,Germany,June,74.0,55.0,64.0,2.21,68.0,51.0,13.0,30.0,8.0
Berlin,,Germany,July,77.0,59.0,68.0,2.87,69.0,54.0,13.0,29.96,7.0
Berlin,,Germany,August,76.0,58.0,67.0,2.33,70.0,54.0,13.0,29.98,7.0
Berlin,,Germany,September,68.0,51.0,59.0,1.91,78.0,50.0,13.0,30.02,7.0
Berlin,,Germany,October,57.0,44.0,50.0,1.77,84.0,44.0,14.0,30.02,6.0
Berlin,,Germany,November,46.0,37.0,42.0,1.7,89.0,37.0,14.0,29.99,5.0
Berlin,,Germany,December,40.0,32.0,36.0,1.75,89.0,32.0,16.0,30.01,5.0
Kiritimati,Christmas Island,Kiribati,January,87.0,78.0,82.0,9.21,81.0,74.0,20.0,61.35,17.0
Kiritimati,Christmas Island,Kiribati,February,87.0,78.0,82.0,6.33,82.0,74.0,19.0,66.96,15.0
Kiritimati,Christmas Island,Kiribati,March,88.0,78.0,83.0,6.17,83.0,76.0,18.0,58.25,15.0
Kiritimati,Christmas Island,Kiribati,April,89.0,78.0,83.0,6.69,84.0,76.0,16.0,85.32,15.0
Kiritimati,Christmas Island,Kiribati,May,89.0,79.0,84.0,8.36,82.0,74.0,14.0,86.73,17.0
Kiritimati,Christmas Island,Kiribati,June,89.0,78.0,84.0,11.71,79.0,74.0,14.0,85.28,16.0
Kiritimati,Christmas Island,Kiribati,July,88.0,78.0,83.0,12.37,78.0,73.0,16.0,77.24,16.0
Kiritimati,Christmas Island,Kiribati,August,87.0,78.0,82.0,13.52,77.0,74.0,16.0,70.97,15.0
Kiritimati,Christmas Island,Kiribati,September,88.0,78.0,83.0,13.85,77.0,73.0,16.0,101.74,15.0
Kiritimati,Christmas Island,Kiribati,October,87.0,78.0,82.0,11.52,77.0,73.0,15.0,83.59,16.0
Kiritimati,Christmas Island,Kiribati,November,87.0,78.0,83.0,8.79,77.0,73.0,15.0,104.89,17.0
Kiritimati,Christmas Island,Kiribati,December,87.0,78.0,83.0,9.35,79.0,74.0,17.0,74.01,16.0
São Paulo,São Paulo,Brazil,January,84.0,68.0,76.0,9.14,76.0,65.0,12.0,29.93,6.0
São Paulo,São Paulo,Brazil,February,84.0,68.0,76.0,7.64,75.0,65.0,12.0,29.95,6.0
São Paulo,São Paulo,Brazil,March,83.0,67.0,75.0,5.7,77.0,64.0,12.0,29.98,6.0
São Paulo,São Paulo,Brazil,April,80.0,64.0,72.0,2.3,76.0,61.0,12.0,30.03,6.0
São Paulo,São Paulo,Brazil,May,75.0,59.0,67.0,1.72,76.0,57.0,11.0,30.08,6.0
São Paulo,São Paulo,Brazil,June,74.0,58.0,66.0,1.67,74.0,55.0,10.0,30.13,6.0
São Paulo,São Paulo,Brazil,July,74.0,56.0,65.0,1.56,72.0,52.0,10.0,30.16,6.0
São Paulo,São Paulo,Brazil,August,77.0,57.0,67.0,1.31,70.0,53.0,12.0,30.14,6.0
São Paulo,São Paulo,Brazil,September,78.0,59.0,69.0,2.64,74.0,56.0,13.0,30.08,5.0
São Paulo,São Paulo,Brazil,October,80.0,62.0,71.0,3.52,77.0,59.0,14.0,30.01,6.0
São Paulo,São Paulo,Brazil,November,80.0,63.0,72.0,4.58,76.0,61.0,15.0,29.96,6.0
São Paulo,São Paulo,Brazil,December,83.0,66.0,74.0,6.13,76.0,63.0,14.0,29.93,6.0
Bogota,,Colombia,January,69.0,44.0,56.0,1.83,79.0,48.0,10.0,30.11,7.0
Bogota,,Colombia,February,69.0,46.0,57.0,3.54,79.0,49.0,10.0,30.12,6.0
Bogota,,Colombia,March,68.0,48.0,58.0,4.26,80.0,50.0,10.0,30.12,6.0
Bogota,,Colombia,April,68.0,50.0,59.0,4.32,82.0,51.0,9.0,30.14,7.0
Bogota,,Colombia,May,67.0,50.0,58.0,5.02,82.0,51.0,10.0,30.16,7.0
Bogota,,Colombia,June,66.0,49.0,58.0,3.54,79.0,50.0,11.0,30.17,7.0
Bogota,,Colombia,July,66.0,48.0,57.0,2.69,77.0,48.0,12.0,30.18,7.0
Bogota,,Colombia,August,66.0,48.0,57.0,2.82,77.0,48.0,11.0,30.17,7.0
Bogota,,Colombia,September,67.0,46.0,57.0,3.21,77.0,48.0,10.0,30.16,7.0
Bogota,,Colombia,October,67.0,47.0,57.0,4.84,81.0,50.0,10.0,30.13,7.0
Bogota,,Colombia,November,67.0,48.0,58.0,5.75,83.0,51.0,9.0,30.1,6.0
Bogota,,Colombia,December,68.0,46.0,57.0,3.11,81.0,49.0,10.0,30.11,7.0
Kolkata,West Bengal,India,January,78.0,55.0,66.0,0.6,71.0,55.0,4.0,29.97,1.0
Kolkata,West Bengal,India,February,85.0,62.0,73.0,0.61,66.0,60.0,4.0,29.91,1.0
Kolkata,West Bengal,India,March,93.0,71.0,82.0,1.17,64.0,66.0,6.0,29.82,2.0
